Category,Name,ASIN,Date,Qty,Price($),Link Type,Indirect Sales,Device Type Group
"Patio, Lawn & Garden","Doingart 6.6 FT Halloween Inflatables Pumpkin Yard Decoration, Halloween Blow Up Jack-o-Lantern Outdoor Decor with LED Lights for Holiday Party Yard G",B099DTFGZY,02/08/2022 09:40,1,37.99,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 09:37,1,10.99,Short Mobile link creation,di,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,02/08/2022 09:22,1,39.98,Short Mobile link creation,di,PHONE
Furniture,"HLR 72"" Freestanding Kitchen Pantry Storage Cabinet with Doors and Adjustable Shelves, Pantry Cabinet for Kitchen, Bathroom or Hallway, Black",B0B5ZVYSR4,02/08/2022 09:09,1,339,Short Mobile link creation,ndi,PHONE
Softlines Private Label,LASLULU Womens Athletic Hoodies Zipper Long Sleeve Crop Tops Oversized Winter Warm Sweater Fleece Lined Sweatshirt Workout Tops with Thumb Hole(Khaki ,B09J88445W,02/08/2022 09:05,1,39.99,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,02/08/2022 09:02,1,9.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,02/08/2022 09:01,1,9.99,Influencer Page,ndi,PHONE
Electronic Components & Home Audio,"Mounting Dream UL Listed TV Mount for Most 37-70 Inch TV, Universal Tilt TV Wall Mount Fit 16"", 18"", 24"" Stud with Loading 132 lbs & Max VESA 600x400m",B00NKYYMAW,02/08/2022 08:41,1,29.99,Short Mobile link creation,ndi,PHONE
Electronic Components & Home Audio,Full Motion TV Monitor Wall Mount Bracket Articulating Arms Swivels Tilts Extension Rotation for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Moni,B07SHFPD8S,02/08/2022 08:41,2,19.99,Short Mobile link creation,ndi,PHONE
Home,"upsimples 11x14 Picture Frame Set of 5, Display Pictures 8x10 with Mat or 11x14 Without Mat, Wall Gallery Photo Frames, Black",B07VQZSLDW,02/08/2022 08:41,2,21.66,Short Mobile link creation,di,PHONE
"Patio, Lawn & Garden",KATCHY Insect Trap 8-Pack of Refillable Glue Boards,B07GKG19MV,02/08/2022 08:31,1,13.79,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,02/08/2022 08:11,1,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,02/08/2022 08:05,1,9.99,Short Mobile link creation,di,PHONE
Furniture,"Chris Loves Julia x Loloi Polly Collection POL-04 Beige / Tobacco, Contemporary 18"" x 18"" Sample Rug",B09L5CBXV5,02/08/2022 08:05,1,32.35,Short Mobile link creation,ndi,PHONE
Home,Pillowflex 95% Duck Feather by 5% Down Pillow Form Insert Stuffers - Feather Pillows for Sleeping Soft & Comfy - 100% Cotton Shell - Premium Quality S,B01DOIH9ZS,02/08/2022 07:51,3,29.5,Influencer Page,ndi,PHONE
Home,"Bear Travel Steamer for Clothes, Portable Handheld Clothes Steamer, 10 Second Fast Heat-up, Auto-Off, Steam Iron Fabric Wrinkle Remover with Brush for",B097T62FG5,02/08/2022 07:51,1,19.99,Influencer Page,ndi,PHONE
Home,"Jepeak Decorative Throw Pillow Covers Pack of 2 Chenille Cozy Modern Concise Cushion Cases for Bedroom Sofa Couch Home Decoration, Beige 22 x 22 Inche",B09B5V9J3L,02/08/2022 07:51,2,18.99,Influencer Page,ndi,PHONE
Home,Pillowflex 95% Duck Feather by 5% Down Pillow Form Insert Stuffers - Feather Pillows for Sleeping Soft & Comfy - 100% Cotton Shell - Premium Quality S,B01DOIH9ZS,02/08/2022 07:51,1,29.5,Influencer Page,ndi,PHONE
Health & Household,LUMIFY Redness Reliever Eye Drops 0.25 Ounce (7.5mL),B07BVYZL88,02/08/2022 07:46,1,19.71,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,02/08/2022 06:54,1,10.99,Short Mobile link creation,di,PHONE
Automotive,Amazon Basics Deluxe Microfiber Car Wash Mitt (2 Pack),B0711KTX4N,02/08/2022 06:36,1,8.47,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"Levi's Women's 501 Original Shorts, Sansome Muse, 27 (US 4)",B07R9DY96F,02/08/2022 06:36,1,24.99,Short Mobile link creation,ndi,PHONE
Toys & Games,"coonoe, Unicorn Cake Topper,Handmade Party Cake Decoration Supplies with Eyelashes and stack,Reuasble Gold Horn for Birthday Party,Baby Shower, Weddin",B07VD4XT9C,02/08/2022 06:18,1,7.59,Short Mobile link creation,ndi,PHONE
Health & Household,"SweetLeaf Drops Liquid Stevia Sweetener, Vanilla Creme, 4 Oz",B082YTDW84,02/08/2022 06:18,1,12.24,Short Mobile link creation,ndi,PHONE
Luggage,Unisex School Bag Outdoor Casual Shoulders Backpack Motocross Sport Motorcycle Vehicle Travel Daypacks for Women Men Kids,B07T3V8G6S,02/08/2022 06:18,1,26.99,Short Mobile link creation,ndi,PHONE
Grocery & Gourmet Food,"UPTIME – Blueberry Pomegranate - Zero Sugar (12 Pack), Premium Energy Drink, 12oz Bottles, Natural Caffeine, Sparkling, Natural Flavors, 5 Calories…",B082BG3XYZ,02/08/2022 06:17,1,27.19,Influencer Page,ndi,PHONE
Softlines Private Label,"Amazon Essentials Women's Relaxed Fit Fleece Jogger Sweatpant, Navy Heather, Small",B07BJ8K8YG,02/08/2022 06:17,1,7.97,Influencer Page,ndi,PHONE
Health & Household,ACT Kids Anticavity Fluoride Toothpaste 4.6 oz. Wild Watermelon,B0815H6D73,02/08/2022 06:06,1,2.99,Influencer Page,ndi,PHONE
Beauty & Grooming,"Headband for Women, Knotted Wide Headband, Yoga Hair Band Fashion Elastic Hair Accessories for Women and Girls (Black)",B08BCBMGCK,02/08/2022 06:06,1,6.99,Influencer Page,ndi,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,02/08/2022 06:03,1,39.98,Short Mobile link creation,di,DESKTOP
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,02/08/2022 05:59,1,10.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRT43VZ,02/08/2022 05:59,1,11.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 05:59,1,10.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 05:45,1,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 05:20,1,10.99,Short Mobile link creation,di,PHONE
Furniture,Home Office Chair Swivel Accent Armchair Velvet Upholstered Tufted Chairs for Girls Women Ergonomic Study Task Seat Modern Computer Desk Stools for Li,B09KRL35YQ,02/08/2022 05:19,1,199.99,Influencer Page,ndi,PHONE
Luggage,"Small Sling Bag, Fanny Pack Purse Vegan Leather Crossbody Bags for Women Girls, Gifts for Her (Brown)",B09FK1BRZS,02/08/2022 04:49,1,24.79,Short Mobile link creation,ndi,TABLET
Home Improvement,"Wall Sconces Set of Two,Plug in Wall Sconces,Wall Lamp with Plug in Cord and On/Off Switch,3 Color Temperature 2700K--5000K,Wall Lights for Bedroom Li",B094NCLJ3T,02/08/2022 04:48,1,31.34,Influencer Page,ndi,PHONE
Home Improvement,"Command Large Refill Strips for Indoor Hooks, White, 20-Strips - Easy to Open Packaging",B0751VFF2P,02/08/2022 04:47,1,10.65,Short Mobile link creation,ndi,PHONE
Home Improvement,"Command Medium Refill Replacement Strips, White, 9-Strips",B0014CQGW4,02/08/2022 04:47,1,2.39,Short Mobile link creation,ndi,PHONE
Furniture,Chris Loves Julia x Loloi Jules JUL-07 Natural / Ocean Oriental Area Rug 5'-0" x 7'-6",B08MY77S15,02/08/2022 04:47,1,116.47,Short Mobile link creation,di,PHONE
Business & Industrial Supplies,Fiddle Leaf Fig Slow-Release Fertilizer by Perfect Plants - Resealable 5oz. Bag - Consistent Nutrient Enrichment - for Indoor and Outdoor Use on All F,B07GBFNWLM,02/08/2022 04:47,1,9.95,Short Mobile link creation,ndi,PHONE
Toys & Games,Pack of 24 Blue and Silver Glitter One Cupcake Toppers for Baby Boy First Birthday Party Picks Decorations,B07KQ1SMQB,02/08/2022 04:46,1,7.99,Short Mobile link creation,ndi,PHONE
Toys & Games,Silver One Balloon for First Birthday - 20 Inch | One Birthday Balloon for Winter Onederland 1st Birthday Girl Decorations | Silver One Foil Balloon |,B08F44376R,02/08/2022 04:46,1,7.97,Short Mobile link creation,ndi,PHONE
Home,XNOVA 1st Birthday Candle First Year Silvery Happy Birthday Number One Candles for Cake Topper Decoration for Party Kids Adults Numeral 1 10 100 11 21,B07TV42YD6,02/08/2022 04:46,1,5.97,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,02/08/2022 04:33,1,39.98,Short Mobile link creation,di,PHONE
Clothing & Accessories,"Blooming Jelly Womens Super High Waisted Running Shorts Quick Dry Elastic Waist Volleyball Shorts with Zipper Pocket (X-Large, Coffee)",B09V13QWF1,02/08/2022 03:33,1,21.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Womens Sexy Sleeveless High Neck Racer Back Halter Thong Bodysuits Leotard Tank Tops White Large,B083FXD2Y6,02/08/2022 03:33,1,25.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Womens Sexy Sleeveless High Neck Racer Back Halter Thong Bodysuits Leotard Tank Tops Light Grey Large,B08ZYNV8Y2,02/08/2022 03:33,1,25.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Womens Sexy Sleeveless High Neck Racer Back Halter Thong Bodysuits Leotard Tank Tops Black Large,B083FXMT77,02/08/2022 03:33,1,25.99,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,Original Brush Bubble Makeup Brush Holders. A Storage & Travel Organizer Case for Brushes. Pink & White,B08GG7KJ2F,02/08/2022 03:33,1,12.49,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,SNUGWIND Womens Casual Sleeveless Strap Loose Adjustable Jumpsuits Stretchy Shorts Romper with Pockets Medium Black,B097YNYW8K,02/08/2022 02:14,1,28.99,Influencer Page,ndi,PHONE
Luggage,"ODODOS Unisex Mini Belt Bag with Adjustable Strap Small Waist Pouch for Running Travelling Hiking, Embossed Camo Green",B0B76NP37W,02/08/2022 02:14,1,18.98,Influencer Page,ndi,PHONE
Softlines Private Label,"Goodthreads Women's Washed Linen Blend Button-Front Jumpsuit, Rainbow/Stripe, 8",B07Y5LVL29,02/08/2022 02:14,1,43.8,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,02/08/2022 02:03,2,10.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,01/08/2022 23:12,1,9.99,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,01/08/2022 23:12,1,10.99,Influencer Page,ndi,PHONE
Cell Phones & Accessories,"WAITIEE Wireless Charger 3 in 1, 15W Fast Charging Station for Apple iWatch 6/5/4/3/2/1,AirPods Pro, Compatible with iPhone 13/12/12 Pro Max/11 Series",B082X6Q8T7,01/08/2022 22:25,1,29.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,ATTRACO Womens Swim Leggings Long Swim Pants Surf Leggings UPF 50 Swim Tights XL,B09XB8KCSJ,01/08/2022 22:25,1,24.99,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,01/08/2022 22:25,1,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,01/08/2022 22:22,1,9.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,01/08/2022 22:22,1,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRKQYV8,01/08/2022 22:22,1,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,01/08/2022 22:22,1,10.99,Short Mobile link creation,di,PHONE
Clothing & Accessories,FURTALK Sun Hats for Women Summer Wide Brim UV UPF 50+ Panama Fedora Foldable Packable Straw Beach Hat Black,B09S3FH9NC,01/08/2022 21:57,1,24.99,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,01/08/2022 21:32,1,9.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,01/08/2022 21:32,1,10.99,Short Mobile link creation,di,PHONE
Health & Household,"Dixie Paper Bowl, 12oz, 175 Count (Design and Color will vary)",B00HR2GGAW,01/08/2022 21:12,1,21.32,Short Mobile link creation,ndi,PHONE
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Whit",B09QK6DFKF,01/08/2022 21:01,1,39.98,Short Mobile link creation,di,PHONE
Grocery & Gourmet Food,"Maruchan Ramen Chicken, 3.0 Oz (Pack of 24)",B07222R3Y5,01/08/2022 20:27,1,8.4,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,01/08/2022 20:25,2,9.99,Short Mobile link creation,di,PHONE
Outdoor Recreation,Henderson 5mm Aqua Lock Quick-Dry Glove,B07NVXJLSS,01/08/2022 20:04,1,67.99,Influencer Page,ndi,PHONE
Home Improvement,"O'Keeffe's Healthy Feet Foot Cream for Extremely Dry, Cracked Feet, 3.2 Ounce Jar, (Pack of 1)",B0002QB9NE,01/08/2022 19:45,1,8.99,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,01/08/2022 19:29,1,10.99,Short Mobile link creation,di,PHONE
Furniture,"Loloi II Hathaway Collection HTH-02 Denim / Multi, Traditional Accent Rug, 2'-3"" x 3'-9""",B00HZIGRW0,01/08/2022 19:19,1,24.99,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,"Aigeman Women's Satin Spaghetti Straps Backless Maxi Dress Cowl Neck Side Slit Cocktail Party Dresses 72077 (Dark Green, Small)",B09KG2BPPW,01/08/2022 19:05,1,46.54,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Mmondschein Women's Vintage Off Shoulder Evening Casual Party Chiffon Maxi Dress S,B08D8XW1H5,01/08/2022 19:05,1,32.39,Short Mobile link creation,ndi,PHONE
Furniture,Chris Loves Julia x Loloi Jules JUL-07 Natural / Ocean Oriental Area Rug 7'-6" x 9'-6",B08KWLMN6X,01/08/2022 18:57,1,188.24,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,01/08/2022 18:48,1,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08VS5DZX2,01/08/2022 18:48,1,10.99,Short Mobile link creation,di,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,01/08/2022 18:48,1,9.99,Short Mobile link creation,di,PHONE
Furniture,Chris Loves Julia x Loloi Jules JUL-07 Natural / Ocean Oriental Area Rug 5'-0" x 7'-6",B08MY77S15,01/08/2022 18:44,1,116.47,Short Mobile link creation,di,PHONE
Furniture,Chris Loves Julia x Loloi Jules JUL-07 Natural / Ocean Oriental Area Rug 5'-0" x 7'-6",B08MY77S15,01/08/2022 18:42,1,116.47,Short Mobile link creation,di,PHONE
Books & Textbooks,Fancy Nancy: Budding Ballerina,62086286,01/08/2022 18:32,1,3.78,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Girls Ballet Lace Cap Sleeve Leotard Tank with Tutu Skirt for Dance Gymnastics (Toddler/Little Girl/Big Girl)(6032-08-M),B0B2L8J9F5,01/08/2022 18:32,1,11.18,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,Girls Ballet Lace Cap Sleeve Leotard Tank with Tutu Skirt for Dance Gymnastics (Toddler/Little Girl/Big Girl)(6032-08-S),B0B2LBTKYQ,01/08/2022 18:32,1,15.27,Short Mobile link creation,ndi,PHONE
Beauty & Grooming,"Maybelline New York Super Stay Full Coverage Liquid Foundation Makeup, Light Beige, 1 Fl Oz",B07GX6DFT1,01/08/2022 18:31,1,4.23,Influencer Page,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,01/08/2022 18:21,1,9.99,Short Mobile link creation,di,PHONE
Pet Food & Supplies,"Migipaws Cat Toys, Automatic Moving Ball Bundle Classic Mice + Feather Kitten Toys in Pack. DIY N in 1 Pets Smart Electric Teaser, USB Rechargeable (W",B08WRPR6DS,01/08/2022 18:15,1,21.99,Short Mobile link creation,ndi,PHONE
Furniture,EdgeMod Traversa Ottoman in Carbon Black,B088THZQ2G,01/08/2022 18:15,1,444.38,Short Mobile link creation,ndi,PHONE
Clothing & Accessories,levaca Womens Solid Summer Loose Swing Casual Midi T-Shirt Dress Deepblue M,B06XWTMY9S,01/08/2022 18:13,1,32.99,Short Mobile link creation,ndi,PHONE
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KS4XT9R,01/08/2022 18:13,1,9.99,Short Mobile link creation,di,PHONE
Home Improvement,SZXYKEJI Vintage 4-Lights Metal Chandelier，Black Glass Globes Ceiling Light Fixture， Farmhouse Lighting for Foyer Breakfast Room Kitchen Bedroom Resta,B08NY5XT2C,01/08/2022 18:11,1,100.69,Influencer Page,ndi,PHONE
Furniture,Chris Loves Julia x Loloi Jules JUL-07 Natural / Ocean Oriental Area Rug 7'-6" x 9'-6",B08KWLMN6X,01/08/2022 18:04,1,188.24,Short Mobile link creation,di,PHONE
Clothing & Accessories,Long-Sleeve T-Shirts for Women Colorblock Tops - Twist Blouses Cute Fall Tops Knotted Tunic Tops Comfy Soft Shirts Navy Grey,B081RRGCM3,01/08/2022 18:01,1,15.97,Short Mobile link creation,ndi,DESKTOP
Amazon Gift Cards,Amazon.com Gift Card in a Birthday Reveal,B01K8RL9C2,01/08/2022 18:01,1,30,Short Mobile link creation,ndi,DESKTOP
Handmade,Small Leather Earrings for Women - Genuine Leather Layered Circles (Brown and Tan),B09J1J1QY8,01/08/2022 18:01,1,15.95,Short Mobile link creation,ndi,DESKTOP
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,01/08/2022 18:00,1,10.99,Short Mobile link creation,di,PHONE
